"FK_STEIG_ID_VON";"FK_STEIG_ID_NACH";"GEOMETRIE_WGS84"
214692422;214692423;"LINESTRING (16.3381749 48.1954324, 16.3375696 48.1952255, 16.3374082 48.1951626, 16.3372737 48.1950816, 16.3371391 48.1950187, 16.3366818 48.1948478, 16.3360227 48.194596, 16.3356326 48.1944072)"
214692423;214692424;"LINESTRING (16.33562630043 48.1944040385085, 16.3355788 48.1943802, 16.3354981 48.1943352, 16.3353771 48.1942633, 16.3349736 48.1940114, 16.3345566 48.1937327, 16.3340051 48.19331, 16.3338841 48.193211, 16.3334671 48.1927883, 16.3331578 48.1924916, 16.3327947 48.1921498, 16.3325526 48.1919699, 16.3324988 48.191934, 16.3322701 48.191844, 16.3321625 48.191808, 16.3319488034946 48.1917544765741)"
214692424;214692425;"LINESTRING (16.3319473 48.1917541, 16.3316918 48.1916911, 16.3316245 48.1916731, 16.3315169 48.1916551, 16.3308175 48.1915742, 16.3288942 48.1914302, 16.3287463 48.1914212, 16.3276861750412 48.1913762050598)"
214692425;214692426;"LINESTRING (16.3276837 48.1913761, 16.327482 48.1913671, 16.3271054 48.1913491, 16.3269978 48.1913311, 16.3261505 48.1911152, 16.3239717 48.1905754, 16.3233665 48.1904494)"
214692426;214692427;"LINESTRING (16.3233665 48.1904494, 16.3230168 48.1903774, 16.3223981 48.1903054, 16.3206815148434 48.19016171144)"
214692427;214692428;"LINESTRING (16.3206766 48.1901613, 16.3203673 48.1901343, 16.3198965 48.1900893, 16.3196007 48.1900802, 16.3159692 48.1902955, 16.3156643516617 48.1903131366747)"
214692428;214692429;"LINESTRING (16.3156598 48.1903134, 16.3153908 48.1903224, 16.3153504 48.1903673, 16.3153235 48.1904213, 16.3153235 48.1905202, 16.3161165 48.1919503, 16.3162643 48.1922381, 16.3162777 48.192301, 16.3162642 48.192364, 16.3162104 48.1924179, 16.3161297 48.1924899, 16.3159952 48.1925348, 16.3152419 48.1926965, 16.3147845 48.1927684)"
214692429;214692430;"LINESTRING (16.3147823438513 48.1927687293592, 16.3143138 48.1928403, 16.3130897 48.1929929, 16.312592 48.1930827, 16.3120808 48.1931726, 16.3118656 48.1932085)"
214692430;214692431;"LINESTRING (16.3118656 48.1932085, 16.3117983 48.1932175, 16.3116638 48.1932444, 16.3112065 48.1933253, 16.3109374 48.1933522, 16.3100093 48.1934599, 16.309552 48.1935048, 16.3090005 48.1935406, 16.3085297 48.1935855, 16.3081127 48.1936213, 16.3074805 48.1936661, 16.3070635 48.193693, 16.3067182768937 48.1937195556304)"
214692431;214692432;"LINESTRING (16.3067138 48.1937199, 16.3062026 48.1937647, 16.3059201 48.1937827, 16.3051803 48.1938364, 16.3050458 48.1938364, 16.3048844 48.1938273, 16.3021541 48.1936107, 16.3018985 48.1935927, 16.301226 48.1935835, 16.3010915 48.1935924, 16.3007014 48.1936463, 16.3001767 48.193736, 16.2998980014382 48.1937980535969)"
214692432;214692433;"LINESTRING (16.2998942 48.1937989, 16.2997463 48.1938258, 16.2991543 48.1939695, 16.2987911 48.1940234, 16.2983203 48.1940952, 16.297836 48.194158, 16.2963698 48.1943103, 16.2958721 48.1943282)"
214692433;214692434;"LINESTRING (16.29586750585 48.1943284026241, 16.2954685 48.194346, 16.2951726 48.1943459, 16.2938948 48.1943005, 16.292348 48.1942369, 16.2921194 48.1942369, 16.29181 48.1942727, 16.2916216 48.1943086, 16.2902899246677 48.1945958515392)"
214692434;214692435;"LINESTRING (16.2902897 48.1945959, 16.2901149 48.1946318, 16.2898862 48.1946497, 16.2895768 48.1946585, 16.2877609 48.1947027, 16.2875322 48.1947027, 16.2873708 48.1946936, 16.2871825 48.1946755, 16.2869135 48.1946394, 16.2866311 48.1945943, 16.286368725572 48.1945766458176)"
214692435;214692436;"LINESTRING (16.2863621 48.1945762, 16.2863487 48.1945762, 16.2862276 48.1945762, 16.2860662 48.1945851, 16.2859451 48.194603, 16.2857971 48.194621, 16.2855415 48.1946748, 16.2851379 48.1947556, 16.2833619 48.1952044, 16.2831478400524 48.1952579895564)"
214692436;214692437;"LINESTRING (16.2831466 48.1952583, 16.2826219 48.195384, 16.2823529 48.1954288, 16.2818955 48.1954915, 16.2815995 48.1955274, 16.2813708 48.1955452, 16.2810883 48.1955721, 16.2806982 48.1956169, 16.2798507 48.1956794, 16.2785054 48.1958406, 16.2784247 48.1958586, 16.2783305 48.1958945, 16.2782228 48.1959304, 16.2781421 48.1959663, 16.2780344 48.1960203, 16.2779267 48.1960831, 16.2777786 48.196191, 16.277296027744 48.1965758033532)"
214692437;214692438;"LINESTRING (16.2772939 48.1965775, 16.2770516 48.1967662, 16.2769439 48.1968471, 16.2768362 48.196919, 16.276742 48.1969639, 16.2766343 48.1969998, 16.2753828 48.1974308, 16.2749522 48.1975925, 16.2740101 48.1979517, 16.2736064 48.1981044, 16.2726643 48.1984726, 16.2719645 48.198751, 16.2718703 48.1987869)"
214692459;214692460;"LINESTRING (16.2708641497873 48.1991813816578, 16.2713318 48.1990924, 16.2714798 48.1990475, 16.271574 48.1990026, 16.2716414 48.1989396, 16.2717895 48.1988228, 16.2719645 48.198751, 16.2726643 48.1984726, 16.2736064 48.1981044, 16.2740101 48.1979517, 16.2749522 48.1975925, 16.2753828 48.1974308, 16.2766343 48.1969998, 16.2766612 48.1969908)"
214692460;214692461;"LINESTRING (16.2766665615854 48.1969890150194, 16.276742 48.1969639, 16.2768362 48.196919, 16.2769439 48.1968471, 16.2770516 48.1967662, 16.2777786 48.196191, 16.2779267 48.1960831, 16.2780344 48.1960203, 16.2781421 48.1959663, 16.2782228 48.1959304, 16.2783305 48.1958945, 16.2784247 48.1958586, 16.2785054 48.1958406, 16.2798507 48.1956794, 16.2806982 48.1956169, 16.2810883 48.1955721, 16.2813708 48.1955452, 16.2815995 48.1955274, 16.2818955 48.1954915, 16.2823529 48.1954288, 16.2826219 48.195384, 16.2831466 48.1952583)"
214692461;214692462;"LINESTRING (16.2831525851278 48.1952568016401, 16.2833619 48.1952044, 16.2851379 48.1947556, 16.2855415 48.1946748, 16.2857971 48.194621, 16.2859167546962 48.1946032148272)"
214692462;214692463;"LINESTRING (16.2859182 48.194603, 16.2859451 48.194603, 16.2860662 48.1945851, 16.2862276 48.1945762, 16.2863487 48.1945762, 16.2866311 48.1945943, 16.2869135 48.1946394, 16.2871825 48.1946755, 16.2873708 48.1946936, 16.2875322 48.1947027, 16.2877609 48.1947027, 16.2895768 48.1946585, 16.289724613394 48.194658599874)"
214692463;214692464;"LINESTRING (16.2897301992924 48.1946583022732, 16.2898862 48.1946497, 16.2901149 48.1946318, 16.2916216 48.1943086, 16.29181 48.1942727, 16.2921194 48.1942369, 16.292348 48.1942369, 16.2938948 48.1943005, 16.2951726 48.1943459, 16.2953070512632 48.1943459)"
214692464;214692465;"LINESTRING (16.2953071 48.1943459, 16.2954685 48.194346, 16.2963698 48.1943103, 16.297836 48.194158, 16.2983203 48.1940952, 16.2987911 48.1940234, 16.2990871 48.1939785)"
214692465;214692466;"LINESTRING (16.2990871 48.1939785, 16.2991543 48.1939695, 16.2997463 48.1938258, 16.3001767 48.193736, 16.3007014 48.1936463, 16.3010915 48.1935924, 16.301226 48.1935835, 16.3018985 48.1935927, 16.3021541 48.1936107, 16.3048844 48.1938273, 16.3050458 48.1938364, 16.3051803 48.1938364, 16.3057184 48.1938006)"
214692466;214692467;"LINESTRING (16.3057225982542 48.1938002274269, 16.3059201 48.1937827, 16.3062026 48.1937647, 16.3070635 48.193693, 16.3074805 48.1936661, 16.3081127 48.1936213, 16.3085297 48.1935855, 16.3090005 48.1935406, 16.309552 48.1935048, 16.3100093 48.1934599, 16.3109374 48.1933522, 16.3110652550291 48.1933436510048)"
214692467;214692468;"LINESTRING (16.311072 48.1933432, 16.3112065 48.1933253, 16.3116638 48.1932444, 16.3117983 48.1932175, 16.3120808 48.1931726, 16.312592 48.1930827, 16.3130897 48.1929929, 16.3143138 48.1928403, 16.3147845 48.1927684)"
214692468;214692469;"LINESTRING (16.3147896251725 48.1927675943708, 16.3152419 48.1926965, 16.3159952 48.1925348, 16.3161297 48.1924899, 16.3162104 48.1924179, 16.3162642 48.192364, 16.3162777 48.192301, 16.3162643 48.1922381, 16.3161165 48.1919503, 16.3153235 48.1905202, 16.3153235 48.1904213, 16.3153504 48.1903673, 16.3153908 48.1903224, 16.3159692 48.1902955, 16.3196007 48.1900802, 16.3198965 48.1900893, 16.3203673 48.1901343, 16.3223981 48.1903054, 16.3225999 48.1903324)"
214692469;214692470;"LINESTRING (16.3226070384147 48.1903331705306, 16.3230168 48.1903774, 16.3239717 48.1905754, 16.3261505 48.1911152, 16.3269978 48.1913311, 16.3271054 48.1913491, 16.3272749496588 48.1913578296774)"
214692470;214692471;"LINESTRING (16.3272802 48.1913581, 16.327482 48.1913671, 16.3287463 48.1914212, 16.3288942 48.1914302, 16.3308175 48.1915742, 16.3315169 48.1916551, 16.3316245 48.1916731, 16.3316918 48.1916911, 16.3319723935889 48.1917626394448)"
214692471;214692472;"LINESTRING (16.3319742 48.1917631, 16.3321625 48.191808, 16.3322701 48.191844, 16.3324988 48.191934, 16.3325526 48.1919699, 16.3327947 48.1921498, 16.3331578 48.1924916, 16.3334671 48.1927883, 16.3338841 48.193211, 16.3340051 48.19331, 16.3345566 48.1937327, 16.3348390221764 48.1939214479894)"
214692472;214692473;"LINESTRING (16.3348391 48.1939215, 16.3349736 48.1940114, 16.3353771 48.1942633, 16.3354981 48.1943352, 16.3355788 48.1943802, 16.3360227 48.194596, 16.3366818 48.1948478, 16.3371391 48.1950187, 16.3372737 48.1950816, 16.3374082 48.1951626, 16.3375696 48.1952255, 16.338155768916 48.1954215169672)"
214692473;214692474;"LINESTRING (16.3381614 48.1954234, 16.3385919 48.1955673, 16.3386995 48.1956212, 16.3390358 48.195873, 16.3391568 48.195936, 16.3393048 48.1959899, 16.3394662 48.1960619, 16.3395604 48.1961158, 16.3396008 48.1962147, 16.3396008 48.1962957, 16.3395335 48.1963586, 16.3394528 48.1964126, 16.3393452 48.1964396, 16.3392241 48.1964396)"
214715638;214715639;"LINESTRING (16.3726434375068 48.2092636552647, 16.372865 48.2091396, 16.3735478 48.2096783, 16.3741676 48.2101333, 16.3737544 48.2103428, 16.373404 48.2105224, 16.3730267 48.2107798, 16.3727483 48.2109235, 16.3725327 48.2110313, 16.3722991 48.211151)"
214715639;214715640;"LINESTRING (16.3722938892808 48.2111537479642, 16.3720835 48.2112647, 16.3714367 48.211558, 16.3712032 48.2116658, 16.370242 48.2120549, 16.3693257 48.212426, 16.3692602268743 48.2124533184145)"
214715640;214715641;"LINESTRING (16.3692538 48.212456, 16.3689753 48.2125817, 16.3687238 48.2126954, 16.3684992 48.2127972, 16.3682567 48.2129109, 16.367881457024 48.213077586258)"
214715641;214715642;"LINESTRING (16.3678794 48.2130785, 16.3676099 48.2132042, 16.3669092 48.2138806, 16.3668643 48.2139046, 16.366469 48.2142937, 16.3664062 48.2143595, 16.3663163 48.2143296, 16.3657863 48.2140662, 16.3657414 48.2140542, 16.3655797 48.2139704)"
214715642;214715643;"LINESTRING (16.3655769931832 48.2139690473121, 16.3650048 48.2136831, 16.3647353 48.2135454, 16.3637471 48.2130426, 16.3635405 48.2129349, 16.3632082 48.2132521, 16.3628039 48.2136412)"
214715656;214715657;"LINESTRING (16.3628039 48.2136412, 16.3632082 48.2132521, 16.3635405 48.2129349, 16.3642143 48.212013, 16.36434 48.2119412, 16.3644119 48.2118993, 16.3644748 48.2118753, 16.3645197 48.2118514, 16.3646005 48.2118274, 16.3646994 48.2118035)"
214715657;214715658;"LINESTRING (16.3646994 48.2118035, 16.3647263 48.2117975, 16.3651126 48.2117257, 16.3652114 48.2116957, 16.3653372 48.2116658, 16.3654809 48.2116179, 16.3656516 48.211558, 16.3657594 48.2115042, 16.3663073 48.2112528, 16.3657504 48.2105643)"
214715658;214715659;"LINESTRING (16.3657493481523 48.210562998991, 16.3656246 48.2104087, 16.3654 48.2101453, 16.3655348 48.2099477, 16.3659121 48.2094868, 16.3664151 48.2084511)"
214715659;214715660;"LINESTRING (16.3664151 48.2084511, 16.366496 48.2083014, 16.366505 48.2082595, 16.366496 48.2081997, 16.3665679 48.2081937, 16.3666397 48.2081877, 16.3667026 48.2081638, 16.3667475 48.2081458, 16.3667835 48.2081159, 16.3668104 48.2080919, 16.3668374 48.208044, 16.3668463 48.2079842, 16.3668374 48.2079482, 16.3668284 48.2079123, 16.3668014 48.2078644, 16.3667475 48.2078046, 16.3668284 48.2077327, 16.3668553 48.2076968, 16.3669631 48.2075112, 16.366999 48.2074633, 16.367044 48.2074154, 16.3677986 48.207625, 16.3679423 48.2077686)"
214715660;214715661;"LINESTRING (16.3679439757936 48.2077703660421, 16.3683286 48.2081757, 16.369173 48.2090138, 16.3693976 48.2090617, 16.3694085182496 48.2090726792472)"
214715661;214715662;"LINESTRING (16.369416803925 48.2090805356098, 16.3696491 48.2092294, 16.3697748 48.2091934, 16.3698377 48.2091815, 16.3699006 48.2091695, 16.3699545 48.2091695, 16.3699815 48.2091755, 16.3701701 48.2092952, 16.3705025 48.2095107, 16.370233 48.2097382, 16.3699545 48.2100196, 16.3699096 48.2101213, 16.3701072 48.2101752, 16.3705204 48.210259, 16.3707350510602 48.2101577476232)"
214715662;214715663;"LINESTRING (16.370736 48.2101573, 16.371284 48.2098998, 16.37185 48.2096484, 16.3724518 48.209367, 16.3726405 48.2092653)"
215035212;215035213;"LINESTRING (16.3711386906099 48.2144303851804, 16.3708079 48.2142218, 16.3700713 48.213749, 16.3700533 48.2137011, 16.3697569 48.2135634, 16.3695323 48.2134616, 16.3694694 48.2134497, 16.3694245 48.2134437, 16.3692448 48.2136173, 16.3691550189001 48.2137010823627)"
215035213;215035214;"LINESTRING (16.3691542680437 48.2137017997196, 16.3689484 48.2138986, 16.3688047 48.2138387, 16.3677177 48.2133359, 16.3676728 48.213312, 16.3676638 48.2133, 16.3676369 48.2132761, 16.3676279 48.2132461, 16.3676099 48.2132042, 16.3674043871814 48.2129720282162)"
215035214;215035215;"LINESTRING (16.3674033 48.2129708, 16.3671428 48.2126894, 16.3669901 48.2125098, 16.3661636 48.2118334, 16.3657594 48.2115042, 16.3663073 48.2112528, 16.3657504 48.2105643)"
215035215;215035216;"LINESTRING (16.3657493481523 48.210562998991, 16.3656246 48.2104087, 16.3654 48.2101453, 16.3655348 48.2099477, 16.3659121 48.2094868, 16.3664151 48.2084511)"
215035216;215035217;"LINESTRING (16.3664151 48.2084511, 16.366496 48.2083014, 16.366505 48.2082595, 16.366496 48.2081997, 16.3665679 48.2081937, 16.3666397 48.2081877, 16.3667026 48.2081638, 16.3667475 48.2081458, 16.3667835 48.2081159, 16.3668104 48.2080919, 16.3668374 48.208044, 16.3668463 48.2079842, 16.3668374 48.2079482, 16.3668284 48.2079123, 16.3668014 48.2078644, 16.3667475 48.2078046, 16.3668284 48.2077327, 16.3668553 48.2076968, 16.3669631 48.2075112, 16.366999 48.2074633, 16.367044 48.2074154, 16.3673943 48.2068227, 16.3676279 48.2063139, 16.3678524 48.2059247, 16.3680231 48.2054937, 16.3680501 48.2054458, 16.368086 48.2053979, 16.3681219 48.20535, 16.3681579 48.2053081, 16.3683106 48.2052302, 16.3683825 48.2051823, 16.3684184 48.2051464, 16.3684633 48.2051045, 16.3684992 48.2050267)"
215035217;215035218;"LINESTRING (16.3684996559962 48.2050259024866, 16.368643 48.2047752, 16.3688586 48.20441, 16.3686699 48.2040149, 16.3690742 48.2039251, 16.3692269 48.2038951, 16.3700982 48.2036916, 16.3703228 48.2035898, 16.3706248929905 48.2035246136003)"
215035218;215035219;"LINESTRING (16.3706282 48.2035239, 16.3715176 48.2033263, 16.3721464 48.2031886, 16.3735029 48.2029192, 16.373952 48.2021828, 16.3740868 48.2019313)"
215035234;215035235;"LINESTRING (16.3740868 48.2019313, 16.3741856 48.2017637, 16.3736017 48.2016379, 16.3729728 48.2017697, 16.3715625 48.202081, 16.370242 48.2024043)"
215035235;215035236;"LINESTRING (16.370242 48.2024043, 16.3699815 48.2024642, 16.3699455 48.2024702, 16.3697479 48.2024821, 16.3697838 48.2025241, 16.3700803 48.203039, 16.3703138 48.2035299, 16.3703228 48.2035898, 16.3700982 48.2036916, 16.3692269 48.2038951, 16.3690742 48.2039251, 16.369164 48.2041705, 16.3692808 48.20441, 16.3691011 48.2044519, 16.3692628 48.2046196, 16.3695143 48.2049069, 16.3696212898836 48.2050257997062)"
215035236;215035237;"LINESTRING (16.3696221 48.2050267, 16.3698287 48.2052602, 16.3700084 48.2054577, 16.3700893 48.2055236, 16.3701611 48.2055056, 16.3705474 48.2061821, 16.3701432 48.2063378, 16.3699585074021 48.2064139477752)"
215035238;215035239;"LINESTRING (16.3679439757936 48.2077703660421, 16.3683286 48.2081757, 16.369173 48.2090138, 16.3693976 48.2090617, 16.3694085182496 48.2090726792472)"
215035239;215035240;"LINESTRING (16.369416803925 48.2090805356098, 16.3696491 48.2092294, 16.3697748 48.2091934, 16.3698377 48.2091815, 16.3699006 48.2091695, 16.3699545 48.2091695, 16.3699815 48.2091755, 16.3701701 48.2092952, 16.3705025 48.2095107, 16.370233 48.2097382, 16.3699545 48.2100196, 16.3699096 48.2101213, 16.3701072 48.2101752, 16.3705204 48.210259, 16.3707350510602 48.2101577476232)"
215035240;215035241;"LINESTRING (16.370736 48.2101573, 16.371284 48.2098998, 16.37185 48.2096484, 16.3724518 48.209367, 16.3726405 48.2092653)"
215035241;215035242;"LINESTRING (16.3726434375068 48.2092636552647, 16.372865 48.2091396, 16.3735478 48.2096783, 16.3741676 48.2101333, 16.3743203 48.210253, 16.3743798827484 48.210298373829)"
215035242;215035243;"LINESTRING (16.3743832 48.2103009, 16.3747156 48.2105583, 16.3749581 48.2107499, 16.3752007 48.2108457, 16.3754612 48.2109594, 16.3757666 48.2113366, 16.3759373 48.2115102, 16.3760512822703 48.211644480493)"
215281344;215281345;"LINESTRING (16.3703318 48.216658, 16.3694604 48.216257, 16.3699635 48.2157782, 16.370251 48.2154908, 16.3705384 48.2152095, 16.3708977 48.2148623, 16.3712571 48.2145092, 16.3711403 48.2144314)"
215281345;215281346;"LINESTRING (16.3711386906099 48.2144303851804, 16.3708079 48.2142218, 16.3700713 48.213749, 16.3701252 48.213713, 16.3701426854545 48.2136665664053)"
215281346;215281347;"LINESTRING (16.3701432 48.2136652, 16.3701521 48.2136352, 16.370206 48.2136053, 16.3703138 48.2135634, 16.3720206 48.2131324, 16.3727483 48.2129408, 16.3727571575836 48.2128583260575)"
215281347;215281348;"LINESTRING (16.3727573 48.212857, 16.3728471 48.2119412, 16.37238 48.2115221, 16.3721733 48.2113425, 16.3720835 48.2112647, 16.3719308 48.211163, 16.3718787165572 48.2111340110718)"
215281348;215281349;"LINESTRING (16.3718769 48.211133, 16.3716433 48.2109774, 16.3708888 48.2104685, 16.3706911 48.2103368, 16.3706282 48.2102949, 16.3705204 48.210259, 16.3707350510602 48.2101577476232)"
215281349;215281350;"LINESTRING (16.370736 48.2101573, 16.371284 48.2098998, 16.37185 48.2096484, 16.3724518 48.209367, 16.3726405 48.2092653)"
215281350;215281351;"LINESTRING (16.3726434375068 48.2092636552647, 16.372865 48.2091396, 16.3735478 48.2096783, 16.3735927 48.2095826, 16.3745449 48.2091156, 16.3749402 48.2089181, 16.3752366 48.2087684, 16.3762517 48.2083912, 16.3770422 48.2081518, 16.3772276168143 48.2080988378081)"
215281351;215281352;"LINESTRING (16.3772309 48.2080979, 16.3774375 48.208038, 16.3784166 48.2077567, 16.3790185 48.2075771, 16.3796653 48.2073855, 16.3799157772099 48.2073080163955)"
215281365;215281366;"LINESTRING (16.3799168 48.2073077, 16.3801504 48.2072358, 16.3801953 48.2072238, 16.3804558 48.207152, 16.3797461 48.2064456, 16.3795216 48.2065473, 16.3788658 48.2068527, 16.3784705 48.2070323, 16.37715 48.207625, 16.3769165 48.2077267)"
215281366;215281367;"LINESTRING (16.3769149855829 48.2077273581523, 16.3762966 48.2079961, 16.3759463 48.2081099, 16.3758924 48.2081218, 16.3754702 48.2082356, 16.3754252 48.2082476, 16.3753803 48.2082536, 16.3753174 48.2082655, 16.3752636 48.2082775, 16.3751468 48.2083074, 16.375003 48.2083493, 16.3749222 48.2083733, 16.3748413 48.2084032, 16.3747874 48.2084212, 16.3742844 48.2085649, 16.3742395 48.2085708, 16.3738352 48.2086846, 16.3737184 48.2087205, 16.3736196 48.2087564, 16.3735298 48.2087983, 16.3731098701361 48.2090008052673)"
215281367;215281368;"LINESTRING (16.3731076 48.2090019, 16.37291 48.2091036, 16.372865 48.2091396, 16.3735478 48.2096783, 16.3741676 48.2101333, 16.3737544 48.2103428, 16.373404 48.2105224, 16.3730267 48.2107798, 16.3727483 48.2109235, 16.3725327 48.2110313, 16.3722991 48.211151)"
215281368;215281369;"LINESTRING (16.3722938892808 48.2111537479642, 16.3720835 48.2112647, 16.3714367 48.211558, 16.3712032 48.2116658, 16.370242 48.2120549, 16.3693257 48.212426, 16.3692602268743 48.2124533184145)"
215281369;215281370;"LINESTRING (16.3692538 48.212456, 16.3689753 48.2125817, 16.3687238 48.2126954, 16.3684992 48.2127972, 16.3682567 48.2129109, 16.367881457024 48.213077586258)"
215281370;215281371;"LINESTRING (16.3678794 48.2130785, 16.3676099 48.2132042, 16.3669092 48.2138806, 16.3668643 48.2139046, 16.366469 48.2142937, 16.3664062 48.2143595, 16.3656875 48.2150599)"
215281371;215281372;"LINESTRING (16.3656857960366 48.2150616539826, 16.3655887 48.2151616, 16.365445 48.2153053, 16.3668194 48.2159458, 16.3675021 48.216251, 16.3682836 48.2166161, 16.3684723 48.216694, 16.3686519 48.2167658, 16.3688406 48.2168616, 16.370242 48.2174841, 16.3703947 48.2173524, 16.3708977 48.2169154, 16.3703321275774 48.2166581490003)"
231475987;231475988;"LINESTRING (16.3768356 48.2002249, 16.3773297 48.1998956, 16.3778956 48.1995303, 16.3785054174132 48.1991417897163)"
231475988;231475989;"LINESTRING (16.3785065 48.1991411, 16.378767 48.1989735, 16.3795485 48.1989675, 16.3803211 48.1989675, 16.3809948 48.1990094, 16.3821177 48.1990693, 16.3825489 48.1990992, 16.3827555 48.1991112)"
231475989;231475990;"LINESTRING (16.382757704939 48.1991113178083, 16.3829801 48.1991232, 16.3839503 48.1991591, 16.3849294 48.1991711, 16.3852438 48.1991411, 16.385702 48.1991112, 16.3859805 48.1990932, 16.3874088 48.1990513, 16.387812018754 48.199057285436)"
231475990;231475991;"LINESTRING (16.3878142770845 48.1990573000019, 16.3881634 48.1990573, 16.3891335 48.1990693, 16.3895468 48.1990813, 16.3898252 48.1990813, 16.3900229 48.1990932, 16.391577 48.199189, 16.3918343740315 48.199200856005)"
231475991;231475992;"LINESTRING (16.3918375 48.199201, 16.3920261 48.199213, 16.3925921 48.1992429, 16.3927178 48.1992549, 16.3928346 48.1992669, 16.3929963 48.1992908, 16.3933107 48.1993747, 16.3938138 48.1995363, 16.3939305 48.1995483, 16.3930412 48.2004285)"
231475992;231475993;"LINESTRING (16.3930399699526 48.2004297290733, 16.3929154 48.2005542, 16.3921429 48.2012547, 16.3915859 48.2017697, 16.3917566 48.2017876, 16.3920971675209 48.2020683138315)"
231475993;231475994;"LINESTRING (16.392098 48.202069, 16.3922507 48.2021888, 16.3928436 48.2026678, 16.3942539 48.2038233, 16.3944692861397 48.204050574337)"
231475994;231475995;"LINESTRING (16.3944695 48.2040508, 16.3947121 48.2043082, 16.3955026 48.2050865, 16.3948833369542 48.2053557665255)"
231475995;231475996;"LINESTRING (16.3948828 48.205356, 16.3946582 48.2054517, 16.3946672 48.2056673, 16.3954667 48.205793, 16.3955295 48.205793, 16.3957451 48.2058289, 16.3959068 48.2058529, 16.3960506 48.2058708, 16.3962572 48.2058828, 16.396365 48.2058888, 16.396868 48.2059367, 16.3980538 48.2060385, 16.3980180941684 48.2062707370996)"
231476014;231476015;"LINESTRING (16.3988984825492 48.2063366074278, 16.3989521 48.2061103, 16.3980538 48.2060385, 16.396868 48.2059367, 16.396365 48.2058888, 16.3962572 48.2058828, 16.3960506 48.2058708, 16.396047172509 48.2058696575033)"
231476015;231476016;"LINESTRING (16.3960250037696 48.2058640814417, 16.3959068 48.2058529, 16.3957451 48.2058289, 16.3955295 48.205793, 16.3954667 48.205793, 16.3946672 48.2056673, 16.3942539 48.2056014, 16.3940294 48.2056553, 16.3938497 48.2055356)"
231476016;231476017;"LINESTRING (16.3938497 48.2055356, 16.393149 48.2050566, 16.3927448 48.2047752, 16.3925202 48.2046255, 16.3923315 48.2044938, 16.3921609 48.2043202, 16.3920531 48.2038652, 16.3918554 48.2036856, 16.3916848 48.2035479, 16.3909212 48.2028953, 16.3907325 48.2027635)"
231476017;231476018;"LINESTRING (16.3907289482443 48.2027610452724, 16.39049 48.2025959, 16.3911188 48.2021109, 16.3915859 48.2017697, 16.3921429 48.2012547, 16.3929154 48.2005542, 16.3930384647485 48.2004312330852)"
231476018;231476019;"LINESTRING (16.3930412 48.2004285, 16.3939305 48.1995483, 16.3938138 48.1995363, 16.3933107 48.1993747, 16.3929963 48.1992908, 16.3928346 48.1992669, 16.3927178 48.1992549, 16.3925921 48.1992429, 16.3920261 48.199213, 16.391577 48.199189, 16.3912356 48.1991711)"
231476019;231476020;"LINESTRING (16.3912338022084 48.1991709845252, 16.3900229 48.1990932, 16.3898252 48.1990813, 16.3895468 48.1990813, 16.3891335 48.1990693, 16.3881634 48.1990573, 16.3874088 48.1990513, 16.3874627 48.1998896, 16.3868788 48.1998836, 16.3859445 48.1998776, 16.3859805 48.1990932, 16.3869479781247 48.1990693646052)"
231476020;231476021;"LINESTRING (16.3869506 48.1990693, 16.3874088 48.1990513, 16.3873279 48.1981472, 16.387265 48.1977101, 16.3872291 48.1974825, 16.3871752 48.1973328, 16.3871213 48.1971652, 16.3869327 48.1966382, 16.3866991 48.1958239, 16.3865374 48.1949915, 16.3864655 48.1945484, 16.3859266 48.1947101, 16.3855133 48.1948478, 16.3849923 48.1950454, 16.3841389 48.1953688, 16.3836358 48.1955604, 16.3823153 48.1961412, 16.3824141 48.196237, 16.382504 48.1973029, 16.3825758 48.198237, 16.3821985 48.198231, 16.3821177 48.1990693, 16.3825489 48.1990992, 16.3827695538063 48.1991109891653)"
231476021;231476022;"LINESTRING (16.3827698992907 48.1991110076237, 16.3825489 48.1990992, 16.3821177 48.1990693, 16.3809948 48.1990094, 16.3803211 48.1989675, 16.3795485 48.1989675, 16.378767 48.1989735, 16.3785074261518 48.1991405041372)"
231476022;231476023;"LINESTRING (16.3785065 48.1991411, 16.3778956 48.1995303, 16.3773297 48.1998956, 16.376835606776 48.2002248954841)"
235990124;235990125;"LINESTRING (16.3285512 48.1835349, 16.3285512 48.1837326, 16.3285512 48.1838823, 16.3284164 48.1838524, 16.3276439 48.1838524, 16.3275361 48.1838464, 16.3274193 48.1838344, 16.3273205 48.1838464, 16.3272755 48.1837985, 16.3272306 48.1837505, 16.3271767 48.1836787, 16.3271049 48.1835768, 16.32706 48.183469, 16.327033 48.1833672, 16.327024 48.1832714, 16.3269881 48.1830438, 16.3269791 48.1827323, 16.3269701 48.1821154, 16.3269791 48.1815703, 16.3269880869633 48.1811337333016)"
235990125;235990126;"LINESTRING (16.3269881 48.1811322462316, 16.3269881 48.1809534, 16.3269611 48.180025, 16.3268084 48.1792283, 16.3266737 48.1784376, 16.3266108038235 48.1781261189352)"
235990126;235990127;"LINESTRING (16.3266108 48.1781261, 16.3264581 48.1772935, 16.3263054 48.176371, 16.3262605 48.1761194, 16.3261706 48.1756941, 16.3261347 48.1754964, 16.3260449 48.1749573, 16.3260089 48.1747296, 16.3259550041154 48.1744061247004)"
