"FK_STEIG_ID_VON";"FK_STEIG_ID_NACH";"GEOMETRIE_WGS84"
215750262;215750263;"LINESTRING (16.3931726438439 48.2660543923205, 16.3929861 48.2665274, 16.3921933 48.2683354, 16.3918035 48.2690911)"
215750263;215750264;"LINESTRING (16.3918020449106 48.2690940210133, 16.3917363 48.269226, 16.3913466 48.2701075, 16.3908091 48.2712948, 16.3906344 48.2716906, 16.3903656 48.2722753, 16.389990765304 48.2731354376088)"
215750264;215750265;"LINESTRING (16.3899893 48.2731388, 16.389949 48.2732198, 16.3896532 48.2738584, 16.389371 48.2744791, 16.3890216 48.2752886, 16.3887393 48.2759093, 16.388190067823 48.2771013292287)"
215750265;215750266;"LINESTRING (16.3881881 48.2771056, 16.3881747 48.2771506, 16.3880537 48.2773845, 16.3878924 48.2777802, 16.3876773 48.278248, 16.3871127 48.2794533, 16.3868707 48.279975, 16.3863867 48.2811173, 16.3858086 48.2824036, 16.3855935 48.2829163, 16.3851768 48.2838877, 16.3849616 48.2843285, 16.3844909 48.285291, 16.3837509 48.2865143, 16.3835491 48.2867932, 16.3831319 48.2874139, 16.3832667 48.2874048, 16.383388 48.2875127, 16.3837388 48.2879262)"
215750266;215750267;"LINESTRING (16.383740628207 48.2879284520238, 16.384184 48.2884746, 16.3844943 48.2888342, 16.3848046 48.2892208, 16.3850879 48.2895534, 16.3854791 48.2900209, 16.3858164 48.2904344, 16.3860323 48.2906862, 16.3863291 48.2910727)"
215750289;215750290;"LINESTRING (16.3863291 48.2910727, 16.3860323 48.2906862, 16.3858164 48.2904344, 16.3854791 48.2900209, 16.3850879 48.2895534, 16.3848046 48.2892208, 16.3844943 48.2888342, 16.384184 48.2884746, 16.383388 48.2875127, 16.3833656295104 48.2874902463512)"
215750291;215750292;"LINESTRING (16.3833597385326 48.2874845332364, 16.3832667 48.2874048, 16.3831319 48.2874139, 16.3835491 48.2867932, 16.3837509 48.2865143, 16.3844909 48.285291, 16.3849616 48.2843285, 16.3851768 48.2838877, 16.3855935 48.2829163, 16.3858086 48.2824036, 16.3863867 48.2811173, 16.3868707 48.279975, 16.3871127 48.2794533, 16.3876773 48.278248, 16.3878387 48.2779152)"
215750292;215750293;"LINESTRING (16.3878394339543 48.2779133548685, 16.3878924 48.2777802, 16.3880537 48.2773845, 16.3881747 48.2771506, 16.3887393 48.2759093, 16.3890216 48.2752886, 16.389371 48.2744791, 16.3896532 48.2738584, 16.3898818 48.2733817)"
215750293;215750294;"LINESTRING (16.389882391513 48.273380274916, 16.389949 48.2732198, 16.3903656 48.2722753, 16.3906344 48.2716906, 16.3908091 48.2712948, 16.3913466 48.2701075, 16.3916825442855 48.269334028278)"
215750294;215750295;"LINESTRING (16.3916826 48.2693339, 16.3917363 48.269226, 16.3921933 48.2683354, 16.3929861 48.2665274, 16.393213474425 48.2659630971388)"
215750295;215750296;"LINESTRING (16.3932144 48.2659608, 16.3932682 48.2658438, 16.3935638 48.2651962, 16.3938728 48.2645395, 16.3942087 48.2637839, 16.394464 48.2632442, 16.3946252 48.2628484, 16.3948133 48.2624706, 16.3948805 48.2623177, 16.395203 48.2616341, 16.3953506 48.2612023, 16.3954301718165 48.2610335801137)"
215750296;215750297;"LINESTRING (16.3954312 48.2610314, 16.3955521 48.2607525, 16.3957939 48.2602038, 16.3958745 48.2600239, 16.3964521 48.2587376, 16.3966805 48.2582249, 16.3970981 48.2583146, 16.3974751 48.2582964)"
215750297;215750298;"LINESTRING (16.3974882184836 48.2582949387868, 16.3975559 48.2582874, 16.3980137 48.2581972, 16.3981352 48.258413, 16.3984044 48.2583229, 16.3990236 48.2580348, 16.3996023 48.2577557, 16.3998446 48.2576386, 16.4001138 48.2575126, 16.400531 48.2573235, 16.400905304376 48.2571535783347)"
215750298;215750299;"LINESTRING (16.4009146052184 48.2571479187926, 16.4009483 48.2571254, 16.4013117 48.2569723, 16.4019712 48.2566662, 16.4030211 48.2562159, 16.4040036 48.2557926, 16.4060497 48.2551889, 16.4067768 48.2551165, 16.4074366 48.2550441, 16.4076671047625 48.2550268882292)"
215750299;215750300;"LINESTRING (16.407679 48.255026, 16.4082849 48.2549627, 16.4083792 48.2549716, 16.4108559 48.2541516, 16.4135883 48.2533135, 16.4136691 48.2532954, 16.4137902 48.2532684, 16.4139114 48.2532503, 16.4140191 48.2532412, 16.414019 48.2531693, 16.413992 48.2531154, 16.413965 48.2530794)"
215750300;215750301;"LINESTRING (16.413965 48.2530794, 16.413992 48.2531154, 16.414019 48.2531693, 16.4140191 48.2532412, 16.4143288 48.253223, 16.4151368 48.2532135, 16.4163487 48.2532037, 16.4176414 48.2531938, 16.4178569 48.2531936, 16.419594 48.2531834, 16.4208574211659 48.2531645355321)"
215750301;215750302;"LINESTRING (16.4208598 48.2531645, 16.4209137 48.2531644, 16.4210349 48.2531643, 16.4211157 48.2531553, 16.4213042 48.2531461, 16.4214657 48.253128, 16.4217485 48.2530919, 16.4220985 48.2530376, 16.4222466 48.2530195, 16.4229736 48.2529021, 16.4257064 48.2524593, 16.4267834 48.2522876, 16.4269046 48.2522695, 16.4270392 48.2522334, 16.4272814 48.2521703, 16.4279947 48.2519449, 16.4287484 48.2517015, 16.4288291 48.2516744, 16.4291925 48.2515752, 16.4300788741961 48.2513232474214)"
215750302;215750303;"LINESTRING (16.4300943 48.2513137, 16.4302827 48.2512686, 16.4304577 48.2512414, 16.4313597 48.2511418, 16.432181 48.2510512, 16.4331099 48.2509604, 16.4343754 48.2508245, 16.4347524 48.2507882, 16.4360987 48.2506431)"
215750303;215750304;"LINESTRING (16.4361030671444 48.2506426097599, 16.436341 48.2506159, 16.4366372 48.2505797, 16.438145 48.2504255, 16.4403798 48.2501897, 16.4411472 48.250117, 16.4415376 48.2500897, 16.4420358 48.2500802, 16.4429246 48.2500794, 16.442938 48.2500794)"
229560580;229560581;"LINESTRING (16.4873791 48.233563, 16.4875282 48.2339226, 16.4880567 48.2351, 16.4887207 48.236583, 16.4888156 48.2367987, 16.4887214 48.2368078, 16.4885062 48.236889)"
229560581;229560582;"LINESTRING (16.4885017211234 48.2368906463078, 16.4873766 48.2373042, 16.4858436 48.2378728, 16.4857091 48.2379269, 16.4847813 48.2382789, 16.484714 48.2383059, 16.4846737 48.238333, 16.4846469 48.238351, 16.4846335 48.238387, 16.4846201 48.238396, 16.484473 48.2387559, 16.4844463 48.2388099, 16.4840016 48.2386756, 16.4834627 48.2385234, 16.4827755 48.2383264, 16.482021 48.2381115, 16.4818998 48.2380757, 16.4817515 48.2380309, 16.4815764 48.2379952, 16.4815446027535 48.2379881164564)"
229560582;229560583;"LINESTRING (16.481536 48.2379862, 16.4812801 48.2379326, 16.4793944 48.2375842, 16.4791115 48.2375216, 16.478751659615 48.2374597462551)"
229560583;229560584;"LINESTRING (16.4787479 48.2374591, 16.4785458 48.2374234, 16.4773337 48.2372091, 16.4771316 48.2371643, 16.4768622 48.2371197, 16.4766467 48.237066, 16.4764177 48.2369943, 16.4750703 48.2365643, 16.4748413 48.2365016)"
229560584;229560585;"LINESTRING (16.4748377187899 48.2365006852819, 16.4743159 48.2363674, 16.4743024 48.2363494, 16.4720666 48.2359384, 16.4720531 48.2359114, 16.4716652357784 48.2358404007942)"
229560585;229560586;"LINESTRING (16.4716625 48.2358399, 16.4708006 48.2356791, 16.4685379 48.235268, 16.4680396 48.2351697, 16.4679184 48.2351428, 16.467878 48.2351339, 16.467231 48.2348198, 16.4671637 48.2348019, 16.4667598 48.2347754, 16.4664367 48.2347758, 16.4663425 48.2347759, 16.4660233916232 48.2349630522284)"
229560586;229560587;"LINESTRING (16.4660199 48.2349651, 16.4659527 48.2350012, 16.4658182 48.2350553, 16.4656568 48.2351004, 16.4653607 48.2351547, 16.4651723 48.2351819, 16.4649436 48.2352181, 16.4647552 48.2352363, 16.4645802 48.2352545, 16.4644321 48.2352547, 16.4632745 48.2352829, 16.4630995 48.2352921, 16.4629919 48.2353102, 16.4629112 48.2353283, 16.4627766 48.2353644, 16.4625076 48.2354547, 16.4624404 48.2354907, 16.4623463 48.2355538, 16.4623734 48.2355987, 16.4623736 48.2356976, 16.4623471 48.2358685, 16.4623338 48.2359405, 16.4623205 48.2359855, 16.4621996 48.2361115, 16.4620801302629 48.2363076443522)"
229560587;229560588;"LINESTRING (16.462079 48.2363095, 16.4612211 48.2378123, 16.4605106 48.2390631, 16.4604839 48.2391621, 16.4604841 48.239225, 16.4604842 48.239288, 16.4604846 48.2394318, 16.4605252 48.2395397, 16.4605389 48.2396117, 16.4605795 48.2397285, 16.4606067 48.2398184, 16.4606203 48.2398993, 16.460634 48.2399713, 16.4606207 48.2400612, 16.460594 48.2401332, 16.4605538 48.2402322, 16.4604868 48.2403312, 16.4604196 48.2404032, 16.4604062 48.2404302, 16.4603122 48.2405112, 16.4601106 48.2406463, 16.459882 48.2407905, 16.4590487 48.2413759, 16.4584036 48.2418353, 16.4583632 48.2418353, 16.457839 48.2422046, 16.4576508 48.2423307, 16.4562393 48.2432585, 16.4560243 48.2434026)"
229560588;229560589;"LINESTRING (16.4560243 48.2434026, 16.4547471 48.2442313, 16.4542901 48.2445465, 16.4539944 48.2447806, 16.4533091 48.2453569, 16.4530941 48.245546, 16.452449 48.2460862, 16.4520191 48.2465273, 16.4517507 48.2468963, 16.451617 48.2473191)"
229560589;229560590;"LINESTRING (16.4516155721348 48.2473235159418, 16.4515501 48.247526, 16.4515906 48.247535, 16.4516042 48.2476339, 16.4517933 48.2478675, 16.4521174 48.2482899, 16.4520911 48.2485777, 16.451189 48.2486146, 16.4510409 48.2486147, 16.4508928 48.2486148, 16.4505831 48.2485972, 16.4503541 48.2485704, 16.4499366 48.2485528, 16.449802 48.248571, 16.4495058 48.2485803, 16.4493578 48.2485984, 16.4492905 48.2486164, 16.4491828 48.2486345, 16.449025145657 48.2486698380046)"
229560590;229560591;"LINESTRING (16.4490213 48.2486707, 16.44816 48.2488783, 16.446572 48.2492846, 16.4460471 48.24942, 16.4459529 48.2494201, 16.4458047 48.2494112, 16.4457644 48.2494292, 16.445549 48.2494834, 16.4436244 48.2499349, 16.4434899 48.2500069, 16.4431534 48.2500612, 16.4432614 48.250196, 16.4431673 48.2502501, 16.443127 48.2502861, 16.4431136 48.250331, 16.4431272 48.250385, 16.4431677 48.2504389, 16.4432892 48.2505827)"
229560609;229560610;"LINESTRING (16.4435462995841 48.2508889540474, 16.4436672 48.251041, 16.4436942 48.2510859, 16.4437212 48.2511399, 16.4438021 48.2511758, 16.4438425 48.2511847, 16.4438964 48.2511847, 16.4439906 48.2511666, 16.4440713 48.2511395, 16.4441386 48.2510855, 16.444327 48.2510314, 16.4434899 48.2500069, 16.4436244 48.2499349, 16.445549 48.2494834, 16.4457644 48.2494292, 16.4458047 48.2494112, 16.4459123 48.2493302, 16.446141 48.249267, 16.4462083 48.2492489, 16.4465582 48.2491407, 16.4467196 48.2490776, 16.4470425 48.2489244, 16.4472577 48.2488343, 16.4474057 48.2487802, 16.4476076 48.248717, 16.4484149 48.2484824, 16.4485495 48.2484463, 16.4486707 48.2484282, 16.4487918 48.2484281, 16.4489264541049 48.2484279000682)"
229560610;229560611;"LINESTRING (16.4489265 48.2484279, 16.4490477 48.2484278, 16.4492228 48.2484456, 16.4500978 48.2483728, 16.4511209 48.2482639, 16.4512016 48.2482368, 16.451242 48.2482188, 16.4512823 48.2481918, 16.4513226 48.2481288, 16.4513761 48.2479579, 16.4514828 48.2475261, 16.4515501 48.247526, 16.4517507 48.2468963, 16.4518447 48.2467703)"
229560611;229560612;"LINESTRING (16.4518447 48.2467703, 16.4520191 48.2465273, 16.452449 48.2460862, 16.4530941 48.245546, 16.4533091 48.2453569, 16.4539944 48.2447806, 16.4542901 48.2445465, 16.4547471 48.2442313, 16.4562393 48.2432585, 16.4564662520891 48.2431153395004)"
229560612;229560613;"LINESTRING (16.4564679 48.2431143, 16.4576508 48.2423307, 16.457839 48.2422046, 16.4583632 48.2418353, 16.4584036 48.2418353, 16.4590487 48.2413759, 16.459882 48.2407905, 16.4601106 48.2406463, 16.4603122 48.2405112, 16.4604062 48.2404302, 16.4604196 48.2404032, 16.4604868 48.2403312, 16.4605538 48.2402322, 16.460594 48.2401332, 16.4606207 48.2400612, 16.460634 48.2399713, 16.4606203 48.2398993, 16.4606067 48.2398184, 16.4605795 48.2397285, 16.4605389 48.2396117, 16.4605252 48.2395397, 16.4604846 48.2394318, 16.4604842 48.239288, 16.4604841 48.239225, 16.4604839 48.2391621, 16.4605106 48.2390631, 16.4612211 48.2378123, 16.462079 48.2363095)"
229560613;229560614;"LINESTRING (16.462079 48.2363095, 16.4621996 48.2361115, 16.4623205 48.2359855, 16.4623338 48.2359405, 16.4623471 48.2358685, 16.4623736 48.2356976, 16.4623734 48.2355987, 16.4623463 48.2355538, 16.4624404 48.2354907, 16.4625076 48.2354547, 16.4627766 48.2353644, 16.4629112 48.2353283, 16.4629919 48.2353102, 16.4630995 48.2352921, 16.4632745 48.2352829, 16.4644321 48.2352547, 16.4645802 48.2352545, 16.4647552 48.2352363, 16.4649436 48.2352181, 16.4651723 48.2351819, 16.4653607 48.2351547, 16.4656568 48.2351004, 16.4658182 48.2350553, 16.4659527 48.2350012, 16.4660149979318 48.2349677334058)"
229560614;229560615;"LINESTRING (16.4660199 48.2349651, 16.4663425 48.2347759, 16.4664367 48.2347758, 16.4667598 48.2347754, 16.4671637 48.2348019, 16.467231 48.2348198, 16.467878 48.2351339, 16.4679184 48.2351428, 16.4680396 48.2351697, 16.4685379 48.235268, 16.4708006 48.2356791, 16.4716625 48.2358399)"
229560615;229560616;"LINESTRING (16.4716625 48.2358399, 16.4720531 48.2359114, 16.4720666 48.2359384, 16.4743024 48.2363494, 16.4743159 48.2363674, 16.4748278 48.2365017)"
229560616;229560617;"LINESTRING (16.4748354402442 48.2365036722958, 16.4750703 48.2365643, 16.4764177 48.2369943, 16.4766467 48.237066, 16.4768622 48.2371197, 16.4771316 48.2371643, 16.4773337 48.2372091, 16.4785458 48.2374234, 16.4791115 48.2375216, 16.4790308 48.2375397, 16.4789522800447 48.2377157098768)"
229560617;229560618;"LINESTRING (16.4789505 48.2377197, 16.4789104 48.2378186, 16.4788971 48.2378636, 16.4788972 48.2378996, 16.4789108 48.2379446, 16.4790053 48.2380613, 16.4790727 48.2380972, 16.4798289 48.2389057, 16.4800585 48.2391572, 16.4801665 48.239274, 16.480234 48.2393279, 16.4802879 48.2393728, 16.4803959 48.2394536, 16.4805172 48.2395253, 16.4807329 48.239606, 16.4808272 48.2396419, 16.4810158 48.2396956, 16.4811101 48.2397135, 16.4815143 48.2398209)"
229560618;229560619;"LINESTRING (16.4815154864938 48.2398212173971, 16.4835218 48.2403579, 16.4842989 48.2390619)"
229560619;229560620;"LINESTRING (16.4843001306619 48.23905979603, 16.4844463 48.2388099, 16.484473 48.2387559, 16.4846201 48.238396, 16.4846335 48.238387, 16.4846469 48.238351, 16.4846737 48.238333, 16.484714 48.2383059, 16.4847813 48.2382789, 16.4857091 48.2379269, 16.4858436 48.2378728, 16.4873766 48.2373042, 16.4885160882575 48.2368813033362)"
229560620;229560621;"LINESTRING (16.4885196 48.23688, 16.4887214 48.2368078, 16.4888156 48.2367987, 16.4887207 48.236583, 16.4880567 48.2351, 16.4875282 48.2339226, 16.4873804024089 48.23355746469)"
214699468;214699469;"LINESTRING (16.4337551 48.2432618, 16.4332966 48.2429024, 16.4346544 48.2418221, 16.4349904 48.241516)"
214699469;214699470;"LINESTRING (16.4349904 48.241516, 16.4352861 48.241264, 16.4355415 48.2410479, 16.4363212 48.2404537, 16.4374235 48.2396253, 16.4380285 48.2392111, 16.4394133 48.2382926, 16.4396928858558 48.238123145032)"
214699470;214699471;"LINESTRING (16.4396956 48.2381215, 16.4406905 48.237482, 16.4411878 48.2370949, 16.4416312 48.2366808, 16.441685 48.2366268, 16.4417253 48.2365908, 16.4420745 48.2362217, 16.4424372 48.2358347, 16.442585 48.2356817, 16.4430282 48.2352046, 16.4432566 48.2349706, 16.4435649 48.2343408, 16.443645 48.2340439, 16.4436309 48.2337472, 16.4439403 48.23363)"
214699471;214699472;"LINESTRING (16.4439470955507 48.2336271970385, 16.4441151 48.2335579, 16.4464956 48.2325573, 16.4478001 48.2320345, 16.4488895 48.2315838, 16.4489595457126 48.2315602778387)"
214699472;214699473;"LINESTRING (16.4489702 48.2315567, 16.4491315 48.2314846, 16.4496829 48.2312412, 16.4507855 48.2307185, 16.4512158 48.2305203, 16.4515385 48.2303671, 16.4526545 48.2298353, 16.4534881 48.2294568, 16.4555056 48.2288162, 16.4561514 48.2286806, 16.4576846 48.2281574, 16.4575629 48.2279507, 16.4574684 48.2277979)"
214699473;214699474;"LINESTRING (16.4574656545248 48.227794239369, 16.4574414 48.2277619, 16.4571039 48.2273666, 16.4568746 48.227142, 16.4570225 48.2270609, 16.4565232 48.2265039, 16.4559699 48.2258839, 16.4553896 48.225237, 16.4547971325835 48.2245824617379)"
214699474;214699475;"LINESTRING (16.4547959 48.2245811, 16.4547285 48.2245182, 16.4559109 48.2236716, 16.4567574 48.2230862, 16.4572545 48.2227349, 16.457577 48.2225098, 16.4585577 48.2217893, 16.4586785 48.2216273, 16.4588531 48.2214922, 16.4589337 48.2214292)"
214699475;214699476;"LINESTRING (16.4589337 48.2214292, 16.4591621 48.221285, 16.4594578 48.2211138, 16.45974 48.2209606, 16.4600761 48.2208164, 16.460493 48.220681, 16.4617035 48.2204009, 16.4620935 48.2203016, 16.4630615 48.2199048, 16.4635051 48.2197245, 16.4636127 48.2196794, 16.4637337 48.2196433, 16.4639085 48.2195981, 16.4640296 48.21958, 16.4641103 48.2195709, 16.464756 48.2194623)"
214699476;214699477;"LINESTRING (16.4647597096309 48.2194616559374, 16.465173 48.2193899, 16.4656438 48.2193174, 16.4665586 48.2191904, 16.467729 48.2190362, 16.4683209 48.2189546, 16.4698406888877 48.2187550539814)"
214699477;214699478;"LINESTRING (16.4698411 48.218755, 16.4702716 48.2187005, 16.4734463 48.2182741, 16.4750068 48.2180654, 16.4764865 48.2178747, 16.4770784 48.2177931, 16.4781277 48.2176569, 16.47876 48.2175842, 16.479863 48.2174389, 16.4800659 48.2178164)"
214699478;214699479;"LINESTRING (16.4800676707127 48.2178197153452, 16.4802147 48.218095, 16.4806476 48.2188858, 16.4812022 48.2198924, 16.4814439 48.2197302)"
214699479;214699480;"LINESTRING (16.4814501677916 48.2197261082446, 16.4829484 48.218748, 16.4830155 48.2187029, 16.4830692 48.2186579, 16.4832437 48.2184868, 16.483351 48.2183698, 16.4836058 48.2180547, 16.483646 48.2180007, 16.4836728 48.2179467, 16.4837129 48.2178747, 16.4840492 48.2178203, 16.4852329 48.2176389, 16.4856317303304 48.2175761348888)"
214699480;214699481;"LINESTRING (16.4856364 48.2175754, 16.4865108 48.2174574, 16.487143 48.2173756, 16.4874927 48.2173212, 16.4880038 48.2172396, 16.4881518 48.2172124, 16.4886359 48.2171218, 16.4890932 48.2170313, 16.4892815 48.2169951, 16.4895101 48.2169498, 16.4897657 48.2169225, 16.4899945 48.2169132, 16.4901156 48.216922, 16.4902636 48.2169308, 16.4904521 48.2169575, 16.4906945 48.2170022, 16.4908695 48.2170379, 16.4910446 48.2170736, 16.491664 48.2172167, 16.4917583 48.2172345, 16.4918794 48.2172614, 16.4921083 48.217279, 16.4923101 48.2172878, 16.4923774 48.2172787)"
214699481;214699482;"LINESTRING (16.4923786734991 48.2172786322849, 16.4925523 48.2172694, 16.4927003 48.2172513, 16.494153 48.2170514, 16.4946372 48.2169878, 16.4980672 48.2165064, 16.4983093 48.2164701)"
214699482;214699483;"LINESTRING (16.4983143052155 48.2164694117733, 16.4998292 48.2162611, 16.5042679 48.2156431, 16.504573757116 48.2155893055431)"
214699483;214699484;"LINESTRING (16.5045772 48.2155887, 16.5060163 48.2153618, 16.5072671 48.215171, 16.5094459 48.214862, 16.510105 48.2147711, 16.5101184 48.2147621)"
214699484;214699485;"LINESTRING (16.5101184 48.2147621, 16.5103068 48.2147528, 16.5104009 48.2147437, 16.5130246 48.2146587, 16.5130381 48.2146587, 16.5143835 48.2146116, 16.5163882 48.2145456, 16.5173838 48.214508, 16.5181911 48.2144798, 16.5184737 48.2144793, 16.5186755 48.214479, 16.5192349164655 48.2145048283706)"
214699485;214699486;"LINESTRING (16.5192408 48.2145051, 16.5196041 48.2145135, 16.5201829 48.2145486, 16.5205732 48.2145659, 16.5210441 48.2145742, 16.5213941 48.2145916, 16.5218248 48.2146179, 16.5221613 48.2146443, 16.522242 48.2146532, 16.5227399 48.2146523, 16.523453 48.2146422, 16.5235069 48.2146421, 16.5243546 48.2146407, 16.5244622 48.2146405, 16.5245429 48.2146314, 16.5246775 48.2146222, 16.5247716 48.2146131, 16.5248658 48.2145949, 16.524933 48.2145768, 16.5251614 48.2144955, 16.5257528 48.2142967, 16.5260753 48.2141882, 16.5261425 48.2141611, 16.526586 48.2140075)"
214699486;214699487;"LINESTRING (16.526586 48.2140075, 16.5268413 48.2139262, 16.5271504 48.2138177, 16.5276207 48.2136371, 16.5277819 48.2135739, 16.5280506 48.2134475, 16.5290848 48.2129512, 16.5294333681399 48.2127800103228)"
214699487;214699488;"LINESTRING (16.529434 48.2127797, 16.5295415 48.2127345, 16.5297027 48.2126713, 16.5305353 48.2122382, 16.5310054 48.2120126, 16.5321067 48.2114801, 16.5326305 48.2112364, 16.533141 48.2110107, 16.5331892960126 48.2109945113941)"
214699488;214699489;"LINESTRING (16.5331947 48.2109927, 16.5333291 48.2109385, 16.5336784 48.210812, 16.534592 48.2104686, 16.5348607 48.2103603, 16.5357475 48.210026)"
214699489;214699490;"LINESTRING (16.5357494548869 48.2100253075199, 16.5360027 48.2099356, 16.5373193 48.2094297, 16.5383538 48.2090412, 16.5399929 48.2084267, 16.540179512322 48.2083549336674)"
214699520;214699521;"LINESTRING (16.5401779708437 48.2083555264827, 16.5399929 48.2084267, 16.5383538 48.2090412, 16.5373193 48.2094297, 16.5361832412641 48.2098610820143)"
214699521;214699522;"LINESTRING (16.5361774 48.2098633, 16.5360027 48.2099356, 16.5348607 48.2103603, 16.534592 48.2104686, 16.5336784 48.210812, 16.5333291 48.2109385, 16.5331874862552 48.2109904314335)"
214699522;214699523;"LINESTRING (16.5331781148929 48.2109941226295, 16.533141 48.2110107, 16.5326305 48.2112364, 16.5321067 48.2114801, 16.5310054 48.2120126, 16.5305353 48.2122382, 16.5297027 48.2126713, 16.5295415 48.2127345, 16.529434 48.2127797)"
214699523;214699524;"LINESTRING (16.529427994135 48.2127826496344, 16.5290848 48.2129512, 16.5280506 48.2134475, 16.5277819 48.2135739, 16.5276207 48.2136371, 16.5271504 48.2138177, 16.5268413 48.2139262, 16.5265994 48.2140075)"
214699524;214699526;"LINESTRING (16.5265994 48.2140075, 16.5261425 48.2141611, 16.5260753 48.2141882, 16.5257528 48.2142967, 16.5251614 48.2144955, 16.524933 48.2145768, 16.5248658 48.2145949, 16.5247716 48.2146131, 16.5246775 48.2146222, 16.5245429 48.2146314, 16.5244622 48.2146405, 16.5243546 48.2146407, 16.5235069 48.2146421, 16.523453 48.2146422, 16.5227399 48.2146523, 16.522242 48.2146532, 16.5221613 48.2146443, 16.5218248 48.2146179, 16.5213941 48.2145916, 16.5210441 48.2145742, 16.5205732 48.2145659, 16.5201829 48.2145486, 16.5196041 48.2145135, 16.519244184069 48.2145051782497)"
214699526;214699527;"LINESTRING (16.5192408 48.2145051, 16.5186755 48.214479, 16.5184737 48.2144793, 16.5181911 48.2144798, 16.5173838 48.214508, 16.5163882 48.2145456, 16.5143835 48.2146116, 16.5130381 48.2146587, 16.5130246 48.2146587, 16.5104009 48.2147437, 16.5103068 48.2147528, 16.5101319 48.2147621)"
214699527;214699528;"LINESTRING (16.5101155749206 48.2147675619236, 16.510105 48.2147711, 16.5094459 48.214862, 16.5072671 48.215171, 16.5060163 48.2153618, 16.504569207378 48.2155878397712)"
214699528;214699529;"LINESTRING (16.504562468291 48.215588926523, 16.5042679 48.2156431, 16.4998292 48.2162611, 16.4983112209178 48.2164698358702)"
214699529;214699530;"LINESTRING (16.4983080534613 48.216470286905, 16.4980672 48.2165064, 16.4946372 48.2169878, 16.494153 48.2170514, 16.4927003 48.2172513, 16.4925523 48.2172694, 16.4924312 48.2172786)"
214699530;214699531;"LINESTRING (16.4924248460647 48.2172790827134, 16.4923101 48.2172878, 16.4921083 48.217279, 16.4918794 48.2172614, 16.4917583 48.2172345, 16.491664 48.2172167, 16.4910446 48.2170736, 16.4908695 48.2170379, 16.4906945 48.2170022, 16.4904521 48.2169575, 16.4902636 48.2169308, 16.4901156 48.216922, 16.4899945 48.2169132, 16.4897657 48.2169225, 16.4895101 48.2169498, 16.4892815 48.2169951, 16.4890932 48.2170313, 16.4886359 48.2171218, 16.4881518 48.2172124, 16.4880038 48.2172396, 16.4874927 48.2173212, 16.487143 48.2173756, 16.4865108 48.2174574, 16.4856255028047 48.2175750541036)"
214699531;215031801;"LINESTRING (16.4856229 48.2175754, 16.4852329 48.2176389, 16.4840492 48.2178203, 16.4837129 48.2178747, 16.483632 48.2178028, 16.4835915 48.2177669, 16.4835645 48.217731, 16.4835103 48.2176051, 16.4833748 48.2172906, 16.4832394 48.216985)"
215031801;214699533;"LINESTRING (16.4832375216051 48.2169810101564, 16.4831717 48.2168412, 16.481773 48.2171217, 16.4817461 48.2171487, 16.4815982 48.2171759, 16.4811275 48.2172664, 16.4808988 48.2173027, 16.479863 48.2174389, 16.47876 48.2175842, 16.4781277 48.2176569, 16.4770784 48.2177931, 16.4768143838446 48.2178287274651)"
214699533;214699534;"LINESTRING (16.4768094 48.2178294, 16.4764865 48.2178747, 16.4750068 48.2180654, 16.4734463 48.2182741, 16.4705944 48.2186552)"
214699534;214699535;"LINESTRING (16.4705944 48.2186552, 16.4702716 48.2187005, 16.4683209 48.2189546, 16.467729 48.2190362, 16.4665586 48.2191904, 16.4656438 48.2193174, 16.465173 48.2193899, 16.464756 48.2194623)"
214699535;214699536;"LINESTRING (16.4647547610478 48.2194625083827, 16.4641103 48.2195709, 16.4640296 48.21958, 16.4639085 48.2195981, 16.4637337 48.2196433, 16.4636127 48.2196794, 16.4635051 48.2197245, 16.4630615 48.2199048, 16.4620935 48.2203016, 16.4617035 48.2204009, 16.460493 48.220681, 16.4600761 48.2208164, 16.45974 48.2209606, 16.4594578 48.2211138, 16.4591621 48.221285, 16.4589471 48.2214291)"
214699536;214699537;"LINESTRING (16.4589471 48.2214291, 16.4588531 48.2214922, 16.4586785 48.2216273, 16.4585577 48.2217893, 16.457577 48.2225098, 16.4572545 48.2227349, 16.4567574 48.2230862, 16.4559109 48.2236716, 16.4547285 48.2245182, 16.4549438852129 48.2247422644716)"
214699537;214699538;"LINESTRING (16.4549444 48.2247428, 16.4553896 48.225237, 16.4559699 48.2258839, 16.4565232 48.2265039, 16.4570225 48.2270609, 16.4577371502546 48.2278778715556)"
214699538;214699539;"LINESTRING (16.4577377 48.2278785, 16.4579132 48.2280762, 16.4576846 48.2281574, 16.4561514 48.2286806, 16.4555056 48.2288162, 16.4534881 48.2294568, 16.4526545 48.2298353, 16.4515385 48.2303671, 16.4512158 48.2305203, 16.4507855 48.2307185, 16.4496829 48.2312412, 16.4491315 48.2314846, 16.4489567 48.2315567)"
214699539;214699540;"LINESTRING (16.4489524627914 48.2315584087572, 16.4488895 48.2315838, 16.4478001 48.2320345, 16.4464956 48.2325573, 16.4441151 48.2335579, 16.4439403 48.23363)"
